Benefit or cost,"Value
(LAC average in 2019 USD)
(Positive indicate benefits)",Notes and data sources
Health benefit of avoided air pollution,"- $2.77/GJ coal

- $0.99/GJ natural gas

- $1.43/GJ oil","We use IMF’s fossil-fuel subsidies database (2021) to calculate the avoided air pollution costs of electricity generated by renewables versus coal, natural gas, and oil. (Costs are averaged across LAC, and the average cost of coal and natural gas is used for oil). "
