Waste reduction,Annualized technical costs,Data sources and notes
Retail and consumer food Waste reduction,$100/ton of food waste avoided,"Costs are based on the average per-ton costs of consumer-facing actions to reduce food waste in the US found in the appendix of ReFED (2016), adjusted to LAC."
